Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1462361431,2016-05-04T11:30:31Z,DLH31J,"48.11638,16.5674",0,8,115
1462361438,2016-05-04T11:30:38Z,DLH31J,"48.11625,16.56781",0,9,115
1462361486,2016-05-04T11:31:26Z,DLH31J,"48.11498,16.5717",0,23,115
1462361524,2016-05-04T11:32:04Z,DLH31J,"48.11214,16.57258",0,19,205
1462361530,2016-05-04T11:32:10Z,DLH31J,"48.11176,16.57229",0,20,208
1462361536,2016-05-04T11:32:16Z,DLH31J,"48.1111,16.57183",0,21,202
1462361542,2016-05-04T11:32:22Z,DLH31J,"48.11083,16.57159",0,19,208
1462361548,2016-05-04T11:32:28Z,DLH31J,"48.11069,16.57067",0,17,272
1462361554,2016-05-04T11:32:34Z,DLH31J,"48.11092,16.56996",0,23,295
1462361560,2016-05-04T11:32:40Z,DLH31J,"48.11145,16.56832",0,47,295
1462361566,2016-05-04T11:32:46Z,DLH31J,"48.11247,16.56516",0,78,295
1462361572,2016-05-04T11:32:52Z,DLH31J,"48.11315,16.56325",0,92,295
1462361578,2016-05-04T11:32:58Z,DLH31J,"48.11492,16.55774",0,125,295
1462361584,2016-05-04T11:33:04Z,DLH31J,"48.11667,16.55226",0,145,295
1462361591,2016-05-04T11:33:11Z,DLH31J,"48.11847,16.54651",625,143,295
1462361597,2016-05-04T11:33:17Z,DLH31J,"48.11988,16.54217",850,140,295
1462361604,2016-05-04T11:33:24Z,DLH31J,"48.12175,16.5364",1200,134,295
1462361612,2016-05-04T11:33:32Z,DLH31J,"48.12342,16.5278",1650,131,281
1462361636,2016-05-04T11:33:56Z,DLH31J,"48.11974,16.50562",2225,167,246
1462361647,2016-05-04T11:34:07Z,DLH31J,"48.11616,16.49668",2475,180,237
1462361657,2016-05-04T11:34:17Z,DLH31J,"48.10997,16.48358",2850,185,237
1462361676,2016-05-04T11:34:36Z,DLH31J,"48.10001,16.46189",3375,209,236
1462361683,2016-05-04T11:34:43Z,DLH31J,"48.0948,16.45031",3650,219,235
1462361689,2016-05-04T11:34:49Z,DLH31J,"48.09242,16.44526",3775,222,234
1462361695,2016-05-04T11:34:55Z,DLH31J,"48.08766,16.43575",3900,233,233
1462361701,2016-05-04T11:35:01Z,DLH31J,"48.0834,16.4271",4025,244,233
1462361707,2016-05-04T11:35:07Z,DLH31J,"48.08025,16.42072",4125,249,233
1462361713,2016-05-04T11:35:13Z,DLH31J,"48.07533,16.41076",4325,262,233
